case_id,image_path,mask_path,boxes_path
benign_benign_263,data/Dataset_BUSI_with_GT/benign/benign (263).png,manifests/prepared/busi_masks/benign/benign (263)_combined_mask.png,
benign_benign_264,data/Dataset_BUSI_with_GT/benign/benign (264).png,manifests/prepared/busi_masks/benign/benign (264)_combined_mask.png,
benign_benign_265,data/Dataset_BUSI_with_GT/benign/benign (265).png,manifests/prepared/busi_masks/benign/benign (265)_combined_mask.png,
benign_benign_266,data/Dataset_BUSI_with_GT/benign/benign (266).png,manifests/prepared/busi_masks/benign/benign (266)_combined_mask.png,
benign_benign_267,data/Dataset_BUSI_with_GT/benign/benign (267).png,manifests/prepared/busi_masks/benign/benign (267)_combined_mask.png,
benign_benign_268,data/Dataset_BUSI_with_GT/benign/benign (268).png,manifests/prepared/busi_masks/benign/benign (268)_combined_mask.png,
benign_benign_269,data/Dataset_BUSI_with_GT/benign/benign (269).png,manifests/prepared/busi_masks/benign/benign (269)_combined_mask.png,
benign_benign_27,data/Dataset_BUSI_with_GT/benign/benign (27).png,manifests/prepared/busi_masks/benign/benign (27)_combined_mask.png,
benign_benign_270,data/Dataset_BUSI_with_GT/benign/benign (270).png,manifests/prepared/busi_masks/benign/benign (270)_combined_mask.png,
benign_benign_271,data/Dataset_BUSI_with_GT/benign/benign (271).png,manifests/prepared/busi_masks/benign/benign (271)_combined_mask.png,
benign_benign_272,data/Dataset_BUSI_with_GT/benign/benign (272).png,manifests/prepared/busi_masks/benign/benign (272)_combined_mask.png,
benign_benign_273,data/Dataset_BUSI_with_GT/benign/benign (273).png,manifests/prepared/busi_masks/benign/benign (273)_combined_mask.png,
benign_benign_274,data/Dataset_BUSI_with_GT/benign/benign (274).png,manifests/prepared/busi_masks/benign/benign (274)_combined_mask.png,
benign_benign_275,data/Dataset_BUSI_with_GT/benign/benign (275).png,manifests/prepared/busi_masks/benign/benign (275)_combined_mask.png,
benign_benign_276,data/Dataset_BUSI_with_GT/benign/benign (276).png,manifests/prepared/busi_masks/benign/benign (276)_combined_mask.png,
benign_benign_277,data/Dataset_BUSI_with_GT/benign/benign (277).png,manifests/prepared/busi_masks/benign/benign (277)_combined_mask.png,
benign_benign_278,data/Dataset_BUSI_with_GT/benign/benign (278).png,manifests/prepared/busi_masks/benign/benign (278)_combined_mask.png,
benign_benign_279,data/Dataset_BUSI_with_GT/benign/benign (279).png,manifests/prepared/busi_masks/benign/benign (279)_combined_mask.png,
benign_benign_28,data/Dataset_BUSI_with_GT/benign/benign (28).png,manifests/prepared/busi_masks/benign/benign (28)_combined_mask.png,
benign_benign_280,data/Dataset_BUSI_with_GT/benign/benign (280).png,manifests/prepared/busi_masks/benign/benign (280)_combined_mask.png,
benign_benign_281,data/Dataset_BUSI_with_GT/benign/benign (281).png,manifests/prepared/busi_masks/benign/benign (281)_combined_mask.png,
benign_benign_282,data/Dataset_BUSI_with_GT/benign/benign (282).png,manifests/prepared/busi_masks/benign/benign (282)_combined_mask.png,
benign_benign_283,data/Dataset_BUSI_with_GT/benign/benign (283).png,manifests/prepared/busi_masks/benign/benign (283)_combined_mask.png,
benign_benign_284,data/Dataset_BUSI_with_GT/benign/benign (284).png,manifests/prepared/busi_masks/benign/benign (284)_combined_mask.png,
benign_benign_285,data/Dataset_BUSI_with_GT/benign/benign (285).png,manifests/prepared/busi_masks/benign/benign (285)_combined_mask.png,
benign_benign_286,data/Dataset_BUSI_with_GT/benign/benign (286).png,manifests/prepared/busi_masks/benign/benign (286)_combined_mask.png,
